,Polinomios,D,bases
829,"[183*y^2 + 1115*y*z - 700*z^2 - 1116*x + 134, -1248*x*y + 876*x*z + 1351*z^2 + 167*y + 1296*z]",3,"[x^2*y + 1193*x^2*z - 873*y*z^2 + 1667*z^3 + 856*x^2 - 1379*x*z - 348*y*z - 1109*z^2 - 1573*x + 1292*y - 1549*z - 1573, x*y^2 - 1061*y*z^2 - 460*z^3 - 1507*x^2 + 187*y*z - 1475*z^2 + 440*x + 71, x*y*z - 931*y*z^2 - 1287*z^3 - 1078*x^2 - 1019*y*z - 769*z^2 - 613*x - 613, x*z^2 - 1132*y*z^2 + 642*z^3 - 564*x^2 - 500*y*z + 315*z^2 + 390*x + 390, y^3 - 357*y*z^2 - 770*z^3 - 709*x*z + 420*z^2 + 182*y + 1109*z, y^2*z - 556*y*z^2 + 190*z^3 + 1215*x*z + 369*z, x*y + 1193*x*z - 1533*z^2 - 1623*y - 956*z, y^2 - 556*y*z + 190*z^2 + 1215*x + 369]"
830,"[-249*y^2 - 937*y*z - 1341*z^2 - 1662*x - 1103*z, -192*x^2 + 319*x*z - 339*y^2 + 213*z^2 - 1224*y]",2,"[-249*y^2 - 937*y*z - 1341*z^2 - 1662*x - 1103*z, -192*x^2 + 319*x*z - 339*y^2 + 213*z^2 - 1224*y]"
831,"[90*x^2 + 1043*x*y - 462*y*z + 820*z^2 + 169*x, 872*y^2 - 1306*z^2 + 1341*y + 1026*z + 1399]",2,"[90*x^2 + 1043*x*y - 462*y*z + 820*z^2 + 169*x, 872*y^2 - 1306*z^2 + 1341*y + 1026*z + 1399]"
832,"[-1461*x*y - 1035*x*z - 518*z^2 - 410*z + 458, 1369*x^2 + 1353*y^2 - 208*y*z - 1361*z^2 + 392]",4,"[x^4 + 76*y^3*z - 1585*y^2*z^2 + 423*y*z^3 - 132*z^4 + 1434*z^3 + 1275*y^2 + 505*y*z + 396*z^2 - 994*z + 761, x^3*y + 582*y^3*z - 772*y^2*z^2 - 15*y*z^3 - 547*z^4 - 1433*y^3 - 1256*y^2*z + 991*y*z^2 - 1283*z^3 - 1062*x*z - 833*y^2 + 189*y*z + 715*z^2 + 818*x + 311*y + 1152*z + 359, x^3*z + 844*y^3*z + 1493*y^2*z^2 - 1358*y*z^3 - 1566*z^4 - 1298*y^3 + 133*y^2*z + 906*y*z^2 - 986*z^3 + 142*x*z - 1333*y*z - 46*z^2 - 764*x - 1097*y - 311*z, x^2*y^2 + 32*y^3*z - 319*y^2*z^2 - 579*y*z^3 - 722*z^4 - 460*z^3 - 1700*y*z + 1112*z^2 - 908*z - 1275, x^2*y*z + 913*y^3*z + 1215*y^2*z^2 - 457*y*z^3 - 1062*y*z, x^2*z^2 + 913*y^2*z^2 + 1215*y*z^3 - 457*z^4 - 1062*z^2, x*y^3 + 176*y^3*z - 1307*y^2*z^2 - 1553*y*z^3 - 848*z^4 - 153*y^3 - 366*y^2*z + 1392*y*z^2 + 514*z^3 - 186*x*z + 1687*y^2 + 664*y*z - 1642*z^2 + 1320*x - 296*y + 1633*z, x*y^2*z - 598*y^3*z - 999*y^2*z^2 + 722*y*z^3 + 1269*z^4 + 802*y^3 + 284*y^2*z + 1397*y*z^2 - 376*z^3 - 416*x*z + 646*y*z + 1629*z^2 - 938*x - 929*y + 296*z, x*y*z^2 - 1757*y^3*z + 855*y^2*z^2 - 275*y*z^3 + 1694*z^4 - 1677*y^3 + 1131*y^2*z - 426*y*z^2 + 1600*z^3 + 1091*x*z + 1562*y*z - 819*z^2 - 763*x + 859*y + 929*z, x*z^3 + 609*y^3*z + 1569*y^2*z^2 + 491*y*z^3 + 1098*z^4 + 1627*y^3 + 470*y^2*z + 77*y*z^2 + 295*z^3 - 39*x*z + 900*y*z - 1562*z^2 - 753*x - 863*y - 859*z, y^4 + 518*y^3*z - 816*y^2*z^2 - 586*y*z^3 + 568*z^4 - 827*z^3 + 1277*y^2 + 1416*y*z + 1444*z^2 - 337*z + 1062, x^3 + 844*y^3 + 1493*y^2*z - 1358*y*z^2 - 1566*z^3 - 988*x*z + 1737*y*z - 428*z^2 + 976*x - 1333*y - 46*z, x^2*y + 913*y^3 + 1215*y^2*z - 457*y*z^2 - 1062*y, x^2*z + 913*y^2*z + 1215*y*z^2 - 457*z^3 - 1062*z, x*y^2 - 598*y^3 - 999*y^2*z + 722*y*z^2 + 1269*z^3 - 1603*x*z + 1758*y*z - 1158*z^2 - 822*x + 646*y + 1629*z, x*y*z - 1757*y^3 + 855*y^2*z - 275*y*z^2 + 1694*z^3 - 801*x*z + 1758*z^2 - 351*x + 1562*y - 819*z, x*z^2 + 609*y^3 + 1569*y^2*z + 491*y*z^2 + 1098*z^3 + 1069*x*z + 588*x + 900*y - 1562*z, x^2 + 913*y^2 + 1215*y*z - 457*z^2 - 1062, x*y + 1756*x*z + 214*z^2 + 1758*z + 1687]"
833,"[738*x*y - 1146*y^2 - 894*y*z + 1474*z^2 - 1462*y, -1500*x^2 - 35*x*y - 50*y*z - 551*z^2 + 1552*x]",4,"[x^4 + 1686*y^3*z - 1522*y^2*z^2 - 1056*y*z^3 - 660*z^4 + 1534*y^3 + 521*y^2*z - 1172*y*z^2 + 880*z^3 - 772*y^2 - 1269*y*z - 1057*z^2 - 730*x - 344*y, x^3*y - 1361*y^3*z - 1411*y^2*z^2 + 1605*y*z^3 - 407*z^4 - 1386*y^3 - 1304*y^2*z + 703*y*z^2 - 1205*y^2 - 254*y*z - 708*z^2 - 217*y, x^3*z - 1052*y^3*z + 879*y^2*z^2 + 65*y*z^3 + 1376*z^4 + 1714*y^2*z - 1697*y*z^2 + 613*z^3 - 1638*x*z + 1572*y*z, x^2*y^2 - 308*y^3*z - 1427*y^2*z^2 - 914*y*z^3 + 1547*z^4 - 166*y^3 + 1604*y^2*z + 1315*y*z^2 + 692*y^2, x^2*y*z - 324*y^3*z + 773*y^2*z^2 - 379*y*z^3 + 1045*y^2*z + 431*y*z^2 + 559*z^3 - 1517*y*z, x^2*z^2 - 324*y^2*z^2 + 773*y*z^3 - 379*z^4 + 1105*y^3 + 331*y^2*z + 142*y*z^2 - 431*z^3 - 397*y^2 + 1603*y*z - 121*z^2 + 1020*y, x*y^3 + 1547*y^3*z - 1457*y^2*z^2 - 859*y*z^3 + 1093*z^4 + 529*y^3 + 400*y^2*z - 477*y*z^2 - 1436*y^2, x*y^2*z - 809*y^3*z + 316*y^2*z^2 - 767*y*z^3 - 1713*y^2*z, x*y*z^2 - 809*y^2*z^2 + 316*y*z^3 - 767*z^4 - 1713*y*z^2, x*z^3 + 876*y^3*z - 1609*y^2*z^2 + 430*y*z^3 - 316*z^4 - 1435*y^2*z + 1595*y*z^2 + 331*z^3 - 1647*y*z, y^4 + 1387*y^3*z + 1617*y^2*z^2 - 1426*y*z^3 + 1001*z^4 + 51*y^3 + 759*y^2*z - 1180*y*z^2 + 1638*y^2, x^3 - 1052*y^3 + 879*y^2*z + 65*y*z^2 + 1376*z^3 + 1714*y^2 - 1697*y*z + 613*z^2 - 1638*x + 1572*y, x^2*y - 324*y^3 + 773*y^2*z - 379*y*z^2 + 1045*y^2 + 431*y*z + 559*z^2 - 1517*y, x^2*z - 324*y^2*z + 773*y*z^2 - 379*z^3 - 1382*x*z - 1769*y*z, x*y^2 - 809*y^3 + 316*y^2*z - 767*y*z^2 - 1713*y^2, x*y*z - 809*y^2*z + 316*y*z^2 - 767*z^3 - 1713*y*z, x*z^2 + 876*y^3 - 1609*y^2*z + 430*y*z^2 - 316*z^3 - 1435*y^2 + 1595*y*z + 331*z^2 - 1647*y, x^2 - 324*y^2 + 773*y*z - 379*z^2 - 1382*x - 1769*y, x*y - 809*y^2 + 316*y*z - 767*z^2 - 1713*y]"
834,"[1505*x*y + 1449*y*z + 210*z^2 + 1104*y + 548*z, -268*x*z + 192*z^2 + 62*x + 1009*z + 1563]",3,"[x^2*y - 1431*z^3 - 1066*y*z - 252*z^2 - 1735*x - 212*y - 559*z - 1232, x^2*z - 138*z^3 + 238*x^2 + 579*z^2 + 1272*x - 729*z - 656, x*y^2 - 263*y^2*z - 992*z^3 - 876*y^2 - 909*y*z - 56*z^2 + 59*y + 134*z, x*y*z - 889*z^3 + 818*y*z - 1654*z^2 - 657*y + 1634*z, x*z^2 - 636*z^3 - 1170*z^2 + 108*x - 23*z + 91, y*z^2 - 1167*z^3 - 560*y*z - 781*z^2 - 1014*y + 222*z, x*y - 263*y*z + 990*z^2 - 876*y + 1570*z, x*z - 636*z^2 + 238*x - 17*z - 522]"
835,"[-153*x*y - 1567*x*z + 1576*y^2 + 1763*y*z + 430*z^2, -1752*x*y - 1172*y^2 + 732*z^2 + 175*x - 215]",3,"[x^2*y + 1735*y^2*z + 467*y*z^2 + 1427*z^3 + 998*x^2 + 1404*y^2 - 6*y*z - 1262*z^2 - 981*x + 1717*y + 449*z - 1746, x^2*z - 255*y^2*z - 666*y*z^2 + 1337*z^3 - 858*x^2 + 875*y^2 - 576*y*z - 787*z^2 - 606*x - 1461*y + 540*z - 1076, x*y^2 + 511*y^2*z - 938*y*z^2 + 252*z^3 + 130*y^2 - 1084*y*z + 1026*z^2 + 703*x + 375*y - 1644*z - 661, x*y*z - 137*y^2*z + 364*z^3 - 1533*y^2 + 1193*y*z + 640*z^2 + 1457*x - 10*z - 1486, x*z^2 - 592*y^2*z - 481*y*z^2 - 484*z^3 - 715*y^2 - 1246*y*z - 273*z^2 + 1612*x - 162*z - 663, y^3 - 1006*y^2*z - 838*y*z^2 - 982*z^3 + 1592*y^2 - 1406*y*z - 862*z^2 - 515*y - 12*z, x*y - 137*y^2 + 364*z^2 + 998*x - 10, x*z - 592*y^2 - 481*y*z - 484*z^2 - 858*x - 162]"
836,"[-1658*x*z + 155*y*z + 786*z^2 - 172*x - 1060*z, 1041*x^2 + 1520*x*z - 1366*y^2 - 1464*z^2 + 1012*y]",3,"[x^3 - 509*x*y^2 + 1387*y*z^2 + 1137*z^3 - 786*x*y - 1021*y^2 - 666*y*z - 748*z^2 + 91*x - 1243*y - 759*z, x^2*y - 509*y^3 + 266*y*z^2 + 1714*z^3 - 225*x*y - 786*y^2 - 1031*y*z - 1760*z^2 + 1277*x + 582*y - 49*z, x^2*z + 489*y*z^2 - 240*z^3 + 833*x*y + 1579*y^2 - 403*y*z + 1427*z^2 + 206*x + 1297*y + 1517*z, x*y*z + 1287*y*z^2 + 931*z^3 - 861*x*y + 833*y^2 - 351*y*z + 832*z^2 + 1718*x - 1178*y + 1184*z, x*z^2 + 1414*y*z^2 + 145*z^3 - 44*y*z - 1037*z^2 - 1759*x + 873*z, y^2*z - 1240*y*z^2 - 545*z^3 - 744*x*y - 861*y^2 + 1479*y*z - 1009*z^2 - 1120*x - 541*y + 1429*z, x^2 - 509*y^2 + 283*y*z + 499*z^2 - 1504*x + 294*y - 1020*z, x*z + 1414*y*z + 145*z^2 + 582*x + 1772*z]"
837,"[-1404*x*z + 359*y^2 - 630*z^2 - 688*y - 395*z, 1564*x^2 + 924*x*y - 84*y*z - 1578*z^2 - 324*x]",4,"[x^4 + 871*y^3*z + 713*y^2*z^2 + 1602*y*z^3 + 1253*z^4 + 741*y^3 + 413*y^2*z - 207*y*z^2 - 1546*z^3 + 830*x*y + 433*y^2 - 1482*y*z + 1726*z^2 + 465*x + 1416*y - 1208*z, x^3*y - 1404*y^3*z - 1342*y^2*z^2 - 5*y*z^3 + 989*z^4 + 137*y^3 + 237*y^2*z + 234*y*z^2 - 1053*z^3 - 1544*x*y + 1193*y^2 + 772*y*z - 1745*z^2 + 1441*y - 1570*z, x^3*z - 982*y^3*z - 1185*y^2*z^2 + 1492*y*z^3 - 257*z^4 + 91*y^3 - 817*y^2*z - 903*y*z^2 + 561*z^3 - 583*y^2 + 1229*y*z + 1577*z^2 - 1710*y - 1487*z, x^2*y^2 - 758*y^3*z + 1274*y^2*z^2 - 810*y*z^3 + 1769*z^4 - 1064*y^3 + 459*y^2*z + 1274*y*z^2 - 1703*z^3 + 504*x*y + 610*y^2 + 1425*y*z - 1058*z^2 - 844*y + 1722*z, x^2*y*z - 1301*y^3*z - 811*y^2*z^2 + 1236*y*z^3 + 77*z^4 + 343*y^3 - 1174*y^2*z + 1300*y*z^2 + 1444*z^3 - 1675*y^2 - 1456*y*z - 1573*z^2, x^2*z^2 - 991*y^3*z - 949*y*z^3 - 1330*z^4 - 1767*y^2*z + 379*y*z^2 - 114*z^3 + 416*y*z - 916*z^2, x*y^3 - 1742*y^3*z + 1719*y^2*z^2 + 634*y*z^3 - 430*z^4 - 1607*y^3 - 1321*y^2*z + 889*y*z^2 - 142*z^3 - 771*x*y - 784*y^2 + 1399*y*z + 854*z^2 - 1158*y + 26*z, x*y^2*z - 961*y^3*z - 1683*y^2*z^2 - 1518*y*z^3 + 1052*z^4 + 1101*y^3 - 1437*y^2*z - 1641*y*z^2 - 1139*z^3 + 1190*y^2 + 1605*y*z - 1729*z^2, x*y*z^2 - 503*y^3*z + 1683*y*z^3 - 1101*y^2*z - 1225*y*z^2, x*z^3 - 503*y^2*z^2 + 1683*z^4 - 1101*y*z^2 - 1225*z^3, y^4 + 668*y^3*z - 458*y^2*z^2 - 137*y*z^3 + 1081*z^4 - 320*y^3 - 1580*y^2*z - 786*y*z^2 - 1194*z^3 + 771*y^2 + 250*y*z - 1308*z^2, x^3 - 982*y^3 - 1185*y^2*z + 1492*y*z^2 - 257*z^3 + 1749*x*y - 817*y^2 - 1346*y*z + 561*z^2 - 1171*x + 1092*y - 631*z, x^2*y - 1301*y^3 - 811*y^2*z + 1236*y*z^2 + 77*z^3 - 1593*x*y - 1174*y^2 - 1734*y*z + 1444*z^2 - 881*y - 1573*z, x^2*z - 991*y^3 - 949*y*z^2 - 1330*z^3 - 1767*y^2 + 379*y*z - 114*z^2 + 416*y - 916*z, x*y^2 - 961*y^3 - 1683*y^2*z - 1518*y*z^2 + 1052*z^3 - 160*x*y - 1437*y^2 - 1349*y*z - 1139*z^2 - 1027*y - 1729*z, x*y*z - 503*y^3 + 1683*y*z^2 - 1101*y^2 - 1225*y*z, x*z^2 - 503*y^2*z + 1683*z^3 - 1101*y*z - 1225*z^2, x^2 - 961*x*y - 880*y*z - 1330*z^2 - 354*x, x*z - 503*y^2 + 1683*z^2 - 1101*y - 1225*z]"
838,"[896*x^2 + 1567*x*z + 189*z^2 - 1645*x - 1573, 983*x*y - 741*y^2 + 1750*z^2 - 231*y + 1048]",4,"[x^4 + 89*y^3*z + 1048*y^2*z^2 + 1086*y*z^3 - 1012*z^4 - 318*y^3 - 941*y^2*z + 324*y*z^2 - 1328*z^3 + 605*x*z - 1539*y^2 + 1707*y*z - 450*z^2 - 719*x + 16*y + 1637*z - 1530, x^3*y + 261*y^2*z^2 + 153*y*z^3 - 760*z^4 - 1203*y^2*z - 66*y*z^2 + 486*z^3 - 782*y^2 - 1247*y*z - 370*z^2 - 1175*y - 467*z + 522, x^3*z + 449*y^3*z + 1222*y^2*z^2 + 1334*y*z^3 + 1623*z^4 + 1029*y^3 - 619*y^2*z + 704*y*z^2 + 989*z^3 - 1621*x*z - 809*y^2 - 909*y*z + 424*z^2 - 540*x + 149*y - 139*z + 693, x^2*y^2 - 388*y^3*z + 1746*y^2*z^2 + 1687*y*z^3 - 1648*y^3 - 322*y^2*z - 148*y*z^2 - 501*y^2 + 386*y*z + 1091*y, x^2*y*z - 388*y^2*z^2 + 1746*y*z^3 + 1687*z^4 - 1648*y^2*z - 322*y*z^2 - 148*z^3 - 501*y*z + 386*z^2 + 1091*z, x^2*z^2 - 1048*y^3*z - 743*y^2*z^2 - 1589*y*z^3 - 1377*z^4 - 1014*y^3 - 884*y^2*z + 1648*y*z^2 - 1159*z^3 - 298*x*z - 1695*y^2 - 567*y*z - 1287*z^2 - 1412*x - 819*y - 1594*z - 1262, x*y^3 + 457*y^3*z - 1591*y^2*z^2 + 1496*y*z^3 - 1736*z^4 + 649*y^3 - 992*y^2*z + 563*y*z^2 + 1554*y^2 - 1058*y*z + 957*z^2 - 52*y - 208, x*y^2*z + 1623*y^3*z + 1308*y*z^3 + 707*y^2*z + 232*y*z, x*y*z^2 + 1623*y^2*z^2 + 1308*z^4 + 707*y*z^2 + 232*z^2, x*z^3 + 142*y^3*z - 759*y^2*z^2 + 19*y*z^3 + 457*z^4 + 888*y^2*z + 266*y*z^2 + 649*z^3 - 271*x*z - 431*y*z + 298*z^2 + 1471*z, y^4 + 769*y^3*z - 361*y^2*z^2 - 921*y*z^3 - 259*z^4 + 306*y^3 - 148*y^2*z + 699*y*z^2 - 3*y^2 + 1301*y*z - 1502*z^2 - 1438*y + 1342, x^3 + 449*y^3 + 1222*y^2*z + 1334*y*z^2 + 1623*z^3 - 1481*x*z - 939*y^2 + 941*y*z + 1649*z^2 - 1621*x - 1138*y + 492*z - 1649, x^2*y - 388*y^2*z + 1746*y*z^2 + 1687*z^3 - 1648*y^2 - 322*y*z - 148*z^2 - 501*y + 386*z + 1091, x^2*z - 1048*y^3 - 743*y^2*z - 1589*y*z^2 - 1377*z^3 + 1356*x*z - 1458*y^2 - 964*y*z + 1355*z^2 - 298*x - 1665*y - 899*z + 1683, x*y^2 + 1623*y^3 + 1308*y*z^2 + 707*y^2 + 232*y, x*y*z + 1623*y^2*z + 1308*z^3 + 707*y*z + 232*z, x*z^2 + 142*y^3 - 759*y^2*z + 19*y*z^2 + 457*z^3 + 888*y^2 + 266*y*z + 649*z^2 - 271*x - 431*y + 298*z + 1471, x^2 + 457*x*z + 1746*z^2 + 1356*x + 501, x*y + 1623*y^2 + 1308*z^2 + 707*y + 232]"
839,"[-520*y^2 + 1402*y*z - 690*z^2 - 767*y + 1518, -696*x*y - 148*y*z + 1270*z^2 + 423*y + 1692]",3,"[x^2*y + 20*y*z^2 + 758*z^3 + 160*y*z + 1272*z^2 + 1023*x + 375*y + 20*z + 108, x*y^2 - 892*y*z^2 - 1655*z^3 - 822*y*z + 1303*z^2 - 1621*y + 94*z - 29, x*y*z + 836*y*z^2 + 783*z^3 - 1239*y*z - 1409*z, x*z^2 + 181*y*z^2 - 1521*z^3 - 706*z^2 - 1421*x - 1200*y - 1114*z - 463, y^3 + 287*y*z^2 - 14*z^3 + 10*y*z - 48*z^2 - 1274*y - 1388*z + 815, y^2*z - 1326*y*z^2 - 749*z^3 - 1506*y*z + 229*z, x*y + 836*y*z + 783*z^2 - 1239*y - 1409, y^2 - 1326*y*z - 749*z^2 - 1506*y + 229]"
840,"[74*x^2 + 957*y^2 + 1628*y*z - 1723*z^2 + 308*y, -1720*x^2 + 1443*x*y + 182*z^2 - 739*x + 427]",4,"[x^4 + 978*y^3*z + 925*y^2*z^2 + 102*y*z^3 + 721*z^4 + 567*y^3 + 1157*y^2*z - 486*y*z^2 - 57*y^2 + 1461*y*z + 63*z^2 + 564*y + 1424, x^3*y - 1312*y^3*z + 1692*y^2*z^2 - 1329*y*z^3 - 623*z^4 + 870*y^3 + 328*y^2*z + 1385*y*z^2 + 749*z^3 + 50*x*z - 184*y^2 - 1393*y*z - 45*z^2 - 953*x - 885*y - 1632*z + 426, x^3*z - 1032*y^3*z + 1197*y^2*z^2 - 547*y*z^3 + 157*z^4 - 473*y^3 - 599*y^2*z - 996*y*z^2 - 969*z^3 - 1018*x*z + 602*y^2 + 734*y*z - 777*z^2 + 512*x - 1618*y + 1153*z - 522, x^2*y^2 + 614*y^3*z - 1762*y^2*z^2 + 1565*y*z^3 - 492*z^4 - 103*y^3 - 263*y^2*z + 1002*y*z^2 - 1432*y^2 - 769*y*z - 1417*z^2 - 1200*y - 162, x^2*y*z - 35*y^3*z + 22*y^2*z^2 - 934*y*z^3 + 1538*y^2*z, x^2*z^2 - 35*y^2*z^2 + 22*y*z^3 - 934*z^4 + 1538*y*z^2, x*y^3 - 947*y^3*z - 377*y^2*z^2 - 1657*y*z^3 + 1117*z^4 - 1221*y^3 - 588*y^2*z - 1415*y*z^2 + 788*y^2 + 29*y*z - 1731*z^2 - 869*x - 936*y - 940, x*y^2*z + 649*y^3*z - 1016*y^2*z^2 + 79*y*z^3 - 1551*y^2*z - 803*y*z^2 + 38*z^3 + 1087*x*z - 921*y*z + 1551*z, x*y*z^2 + 649*y^2*z^2 - 1016*y*z^3 + 79*z^4 - 848*y^3 - 358*y^2*z + 1586*y*z^2 + 803*z^3 + 1408*x*z - 533*y^2 + 13*y*z - 1498*z^2 + 348*x - 1266*y + 12*z + 144, x*z^3 + 1224*y^3*z - 1491*y^2*z^2 + 170*y*z^3 + 1016*z^4 - 1118*y^3 + 381*y^2*z + 577*y*z^2 - 594*z^3 + 1354*x*z + 778*y^2 + 163*y*z + 1388*z^2 - 1047*x + 690*y + 1113*z + 56, y^4 + 929*y^3*z - 125*y^2*z^2 - 462*y*z^3 + 594*z^4 - 1263*y^3 - 1629*y^2*z + 434*y*z^2 - 953*y^2 - 326*y*z + 1581*z^2 - 541*y - 410, x^3 - 1032*y^3 + 1197*y^2*z - 547*y*z^2 + 157*z^3 + 664*x*z - 1010*y^2 - 1620*y*z - 275*z^2 + 539*x - 549*y - 1526*z - 577, x^2*y - 35*y^3 + 22*y^2*z - 934*y*z^2 + 1538*y^2, x^2*z - 35*y^2*z + 22*y*z^2 - 934*z^3 + 1538*y*z, x*y^2 + 649*y^3 - 1016*y^2*z + 79*y*z^2 - 1551*y^2 - 803*y*z + 38*z^2 + 1087*x - 921*y + 1551, x*y*z + 649*y^2*z - 1016*y*z^2 + 79*z^3 + 673*x*z - 1055*y*z - 1536*z, x*z^2 + 1224*y^3 - 1491*y^2*z + 170*y*z^2 + 1016*z^3 + 1247*x*z - 268*y^2 - 253*y*z + 79*z^2 - 770*x + 355*y + 585*z - 74, x^2 - 35*y^2 + 22*y*z - 934*z^2 + 1538*y, x*y + 649*y^2 - 1016*y*z + 79*z^2 + 673*x - 1055*y - 1536]"
841,"[1745*x^2 - 107*x*y + 179*y^2 - 1252*z^2 + 1401*z, 111*x*z + 1512*y*z - 674*z^2 - 78*x - 1188*y]",3,"[x^3 - 1349*x*y^2 - 757*y^3 + 1135*y*z^2 + 61*z^3 + 375*y*z - 1110*z^2 - 981*x + 338*y, x^2*y + 1435*x*y^2 + 616*y^3 - 1574*y*z^2 + 1631*y*z, x^2*z - 1596*y*z^2 + 1377*z^3 - 980*x*y - 1154*y^2 + 1015*y*z + 638*z^2 + 984*x - 838*y + 1363*z, x*y*z + 1002*y*z^2 - 1498*z^3 - 263*x*y + 1144*y^2 - 1103*y*z - 151*z^2 + 664*x + 1655*y + 343*z, x*z^2 + 1164*y*z^2 - 1476*z^3 - 439*y*z - 462*z^2 - 485*x + 1617*y, y^2*z + 1296*y*z^2 - 1565*z^3 - 1522*x*y + 619*y^2 - 1221*y*z - 1685*z^2 + 1584*x - 1522*y + 1502*z, x^2 + 1435*x*y + 616*y^2 - 1574*z^2 + 1631*z, x*z + 1164*y*z - 1476*z^2 + 1629*x + 1619*y]"
842,"[581*x*z + 475*y^2 + 44*z^2 - 349*y + 1103, -126*x^2 - 1267*x*y - 730*y^2 - 230*z^2 - 1444*x]",4,"[x^4 + 1019*y^3*z + 1391*y^2*z^2 + 709*y*z^3 + 1725*z^4 + 369*y^3 - 552*y^2*z + 856*y*z^2 - 41*z^3 + 1559*x*y - 1665*y^2 - 485*y*z - 158*z^2 + 70*x + 1728*y + 488*z - 244, x^3*y - 1314*y^3*z - 1766*y^2*z^2 + 1486*y*z^3 + 888*z^4 + 790*y^3 + 255*y^2*z - 1675*y*z^2 + 1043*z^3 - 932*x*y + 1271*y^2 - 99*y*z + 1205*z^2 + 438*x + 1471*y + 78*z + 1435, x^3*z - 816*y^3*z - 221*y^2*z^2 + 127*y*z^3 + 385*z^4 + 1526*y^3 + 1223*y^2*z - 174*y*z^2 - 1381*z^3 - 1206*y^2 + 1053*y*z - 1007*z^2 + 507*y + 471*z + 1317, x^2*y^2 - 607*y^3*z - 1028*y^2*z^2 + 577*y*z^3 + 38*z^4 + 568*y^3 - 843*y^2*z + 793*y*z^2 - 88*z^3 + 532*x*y - 611*y^2 + 532*y*z - 552*z^2 + 1595*x - 1431*y - 1497*z - 149, x^2*y*z + 732*y^3*z - 1431*y^2*z^2 + 1186*y*z^3 - 261*z^4 + 277*y^3 + 767*y^2*z - 390*y*z^2 + 453*z^3 - 910*y^2 + 1112*y*z + 63*z^2 - 1554*y - 978*z - 1266, x^2*z^2 - 1294*y^3*z + 231*y^2*z^2 + 1284*y*z^3 - 899*z^4 - 1712*y^2*z + 1315*z^3 - 734*y*z - 490*z, x*y^3 + 908*y^3*z - 1147*y^2*z^2 + 1421*y*z^3 - 1570*z^4 + 1764*y^3 + 1367*y^2*z + 381*y*z^2 - 269*z^3 - 1073*x*y + 9*y^2 - 1158*y*z - 1730*z^2 - 27*x + 35*y + 506*z + 998, x*y^2*z - 187*y^3*z + 789*y^2*z^2 + 1282*y*z^3 + 947*z^4 + 489*y^3 - 527*y^2*z - 1261*y*z^2 - 339*z^3 - 472*y^2 - 1208*y*z - 1574*z^2 + 1360*y + 450*z - 462, x*y*z^2 - 1733*y^3*z + 519*y*z^3 - 489*y^2*z - 1097*y*z, x*z^3 - 1733*y^2*z^2 + 519*z^4 - 489*y*z^2 - 1097*z^2, y^4 + 968*y^3*z - 1189*y^2*z^2 + 1501*y*z^3 + 940*z^4 - 681*y^3 - 819*y^2*z + 1520*y*z^2 - 123*z^3 + 729*y^2 + 1037*y*z - 1450*z^2 + 54*y + 383*z + 931, x^3 - 816*y^3 - 221*y^2*z + 127*y*z^2 + 385*z^3 - 388*x*y + 1223*y^2 + 633*y*z - 1381*z^2 - 57*x + 1053*y + 1333*z + 471, x^2*y + 732*y^3 - 1431*y^2*z + 1186*y*z^2 - 261*z^3 - 182*x*y + 767*y^2 + 921*y*z + 453*z^2 - 1343*x + 1112*y - 1742*z - 978, x^2*z - 1294*y^3 + 231*y^2*z + 1284*y*z^2 - 899*z^3 - 1712*y^2 + 1315*z^2 - 734*y - 490, x*y^2 - 187*y^3 + 789*y^2*z + 1282*y*z^2 + 947*z^3 + 1433*x*y - 527*y^2 + 1143*y*z - 339*z^2 - 1297*x - 1208*y - 787*z + 450, x*y*z - 1733*y^3 + 519*y*z^2 - 489*y^2 - 1097*y, x*z^2 - 1733*y^2*z + 519*z^3 - 489*y*z - 1097*z, x^2 - 187*x*y + 231*y^2 - 899*z^2 + 1419*x, x*z - 1733*y^2 + 519*z^2 - 489*y - 1097]"
843,"[702*x^2 + 225*y*z + 1215*z^2 + 1068*x + 1363*z, -800*y*z + 1531*z^2 - 457*x + 386*y + 1175]",2,"[702*x^2 + 225*y*z + 1215*z^2 + 1068*x + 1363*z, -800*y*z + 1531*z^2 - 457*x + 386*y + 1175]"
844,"[64*x^2 + 1325*x*y + 816*x*z - 202*z^2 - 37*z, 1677*x*z + 1463*z^2 - 662*x + 1335*y + 378*z]",3,"[x^3 - 1195*x*y^2 + 1733*z^3 - 537*x*y + 223*y^2 - 504*y*z - 1729*z^2 - 790*x - 968*y + 1049*z, x^2*y - 1254*x*y^2 - 345*z^3 + 1459*x*y + 795*y^2 - 212*y*z + 1747*z^2 + 1595*x + 1236*y + 570*z, x^2*z + 501*z^3 - 1262*x*y - 1640*y*z - 933*z^2 + 246*x - 839*y - 1711*z, x*y*z + 1638*z^3 - 793*x*y + 1231*y*z + 681*z^2 - 633*x + 1164*y - 393*z, x*z^2 + 187*z^3 + 464*y*z - 1250*z^2 + 1152*x - 555*y - 197*z, y*z^2 - 1640*z^3 - 37*x*y + 287*y^2 + 393*y*z - 383*z^2 + 231*x - 139*y - 529*z, x^2 - 1254*x*y + 162*z^2 - 988*x + 1178*y - 392*z, x*z + 187*z^2 - 618*x + 464*y + 235*z]"
